gene_id	gene_name	number_of_cells_expressed
ENSG00000214998	CCNB2P1	4316
ENSG00000204614	TRIM40	4315
ENSG00000235962	RPL7AP53	4313
ENSG00000244332	ENSG00000244332.1	4313
ENSG00000270741	PRELID3BP8	4312
ENSG00000277981	ENSG00000277981.1	4310
ENSG00000283138	ENSG00000283138.1	4310
ENSG00000227920	ENSG00000227920.3	4310
ENSG00000229578	LINC00358	4308
ENSG00000283774	MIR632	4306
ENSG00000260978	ENSG00000260978.2	4305
ENSG00000232113	TEX50	4304
ENSG00000259309	ENSG00000259309.2	4304
ENSG00000284459	MIR24-1	4301
ENSG00000230668	ENSG00000230668.2	4299
ENSG00000228695	CES1P1_ENSG00000228695	4299
ENSG00000185839	ENSG00000185839.3	4297
ENSG00000246211	P4HA3-AS1	4297
ENSG00000272945	ENSG00000272945.1	4296
ENSG00000253774	ENSG00000253774.1	4296
ENSG00000206899	RNU6-36P	4295
ENSG00000283752	ENSG00000283752.1	4294
ENSG00000234918	ENSG00000234918.1	4292
ENSG00000239719	ENSG00000239719.1	4292
ENSG00000171671	SHANK2-AS3	4290
ENSG00000268433	MTDHP3	4288
ENSG00000237571	LINC02862	4288
ENSG00000239201	RPL21P106	4288
ENSG00000272533	SNORA28	4287
ENSG00000230328	ENSG00000230328.2	4287
ENSG00000286052	ENSG00000286052.1	4286
ENSG00000206811	SNORA10	4286
ENSG00000229271	ENSG00000229271.3	4286
ENSG00000252322	RN7SKP244	4284
ENSG00000205361	MT1DP	4283
ENSG00000230360	DDX10P2	4282
ENSG00000253574	ENSG00000253574.5	4282
ENSG00000256034	ENSG00000256034.1	4282
ENSG00000234197	ETV5-AS1	4279
ENSG00000282591	FAM138F	4279
ENSG00000224765	LINC02931	4276
ENSG00000233517	ENSG00000233517.1	4276
ENSG00000082929	LINC01587	4276
ENSG00000211972	IGHV3-66	4276
ENSG00000239736	CEACAMP3	4275
ENSG00000224008	LINC01441	4274
ENSG00000238304	RNU7-50P	4274
ENSG00000201028	RNU6-151P	4273
ENSG00000243297	RPL31P61	4272
ENSG00000284294	ENSG00000284294.1	4271
ENSG00000272660	ENSG00000272660.1	4271
ENSG00000224549	ENSG00000224549.1	4271
ENSG00000284674	LINC02781	4270
ENSG00000234937	ENSG00000234937.1	4269
ENSG00000260734	TLE7	4268
ENSG00000279601	ENSG00000279601.1	4268
ENSG00000225357	RPF2P1	4268
ENSG00000275488	ENSG00000275488.1	4267
ENSG00000255441	SIGLEC10-AS1	4267
ENSG00000226288	OR52I2	4265
ENSG00000213239	NPM1P32	4264
ENSG00000264047	RN7SL455P	4264
ENSG00000237972	TUBG1P	4263
ENSG00000226783	TLK1P1	4261
ENSG00000235482	RPL21P135	4259
ENSG00000250977	ENSG00000250977.1	4259
ENSG00000231436	RBMY3AP	4258
ENSG00000253772	ENSG00000253772.1	4254
ENSG00000236240	GPC5-IT1	4253
ENSG00000213013	RPS15AP36	4252
ENSG00000253509	ENSG00000253509.1	4252
ENSG00000225416	RPL36AP28	4252
ENSG00000229965	RPS3AP7	4252
ENSG00000256210	TMEM167AP2	4251
ENSG00000258699	ENSG00000258699.1	4250
ENSG00000228615	CENPNP2	4250
ENSG00000244256	RN7SL130P	4248
ENSG00000213358	NAA50P2	4248
ENSG00000176256	HMGB4	4248
ENSG00000207863	MIR125B2	4247
ENSG00000278967	ENSG00000278967.1	4247
ENSG00000255204	ENSG00000255204.1	4246
ENSG00000242067	RPL9P28	4244
ENSG00000234455	ENSG00000234455.1	4244
ENSG00000267102	ENSG00000267102.1	4242
ENSG00000091010	POU4F3	4241
ENSG00000214892	USP8P1	4241
ENSG00000218424	NDUFS5P1	4240
ENSG00000215296	TMCO5B	4240
ENSG00000213344	PCNPP3	4240
ENSG00000237346	ENSG00000237346.2	4239
ENSG00000237679	VDAC1P11	4239
ENSG00000225392	MRPL36P1	4238
ENSG00000261433	ENSG00000261433.1	4237
ENSG00000250539	KRT8P33	4237
ENSG00000279410	ENSG00000279410.1	4237
ENSG00000229417	NPM1P25	4236
ENSG00000262488	ENSG00000262488.1	4233
ENSG00000203395	ENSG00000203395.2	4233
ENSG00000235674	LDHAP2	4232
ENSG00000230331	ENSG00000230331.1	4231
ENSG00000267078	ENSG00000267078.1	4230
ENSG00000269796	ENSG00000269796.1	4229
ENSG00000231378	NDUFAF4P4	4229
ENSG00000227399	RPL21P82	4228
ENSG00000287106	ENSG00000287106.1	4227
ENSG00000276916	ENSG00000276916.1	4226
ENSG00000259917	HNRNPLP2	4226
ENSG00000237360	CHCHD4P2	4225
ENSG00000268677	ENSG00000268677.1	4225
ENSG00000228829	ENSG00000228829.2	4224
ENSG00000266304	LIVAR	4223
ENSG00000259364	ENSG00000259364.1	4223
ENSG00000270955	ENSG00000270955.1	4221
ENSG00000233464	NANOGP11	4220
ENSG00000274640	SNORD109A	4219
ENSG00000226886	ENSG00000226886.1	4218
ENSG00000221725	RNU6ATAC25P	4218
ENSG00000241532	AGGF1P3	4217
ENSG00000200403	RNU6-1099P	4217
ENSG00000261194	LINC01898	4217
ENSG00000280254	ENSG00000280254.1	4216
ENSG00000159860	TCAF2P1	4215
ENSG00000273946	RN7SL733P	4215
ENSG00000184276	DEFB108B	4214
ENSG00000271984	ENSG00000271984.1	4214
ENSG00000256103	ATP5MFP5	4212
ENSG00000259841	LINC01566	4211
ENSG00000275710	ENSG00000275710.1	4210
ENSG00000270911	ENSG00000270911.1	4207
ENSG00000233020	CHORDC1P5	4206
ENSG00000237788	ENSG00000237788.1	4205
ENSG00000257954	ENSG00000257954.1	4205
ENSG00000285806	ENSG00000285806.1	4203
ENSG00000239731	RN7SL825P	4202
ENSG00000240305	RPL6P26	4201
ENSG00000227123	RPL12P44	4200
ENSG00000278281	MIR7856	4199
ENSG00000251271	ALG1L7P	4199
ENSG00000256004	ENSG00000256004.1	4199
ENSG00000274799	Metazoa_SRP_ENSG00000274799	4199
ENSG00000239571	IGKV2D-30	4198
ENSG00000229359	PIN1P1	4197
ENSG00000254686	ENSG00000254686.2	4196
ENSG00000237415	NRBF2P3	4196
ENSG00000253445	ENSG00000253445.1	4195
ENSG00000236085	ACTG1P4	4194
ENSG00000255433	LINC02735	4194
ENSG00000287203	ENSG00000287203.1	4193
ENSG00000268154	Metazoa_SRP_ENSG00000268154	4193
ENSG00000227924	RBPJP6	4192
ENSG00000200753	ENSG00000200753.1	4192
ENSG00000230219	CIBAR1P2	4190
ENSG00000170356	OR2A20P	4188
ENSG00000177938	CAPZA3	4187
ENSG00000244485	RPL18P13	4187
ENSG00000276950	GSTT4	4186
ENSG00000242810	MRPL42P6	4186
ENSG00000230686	ENSG00000230686.1	4185
ENSG00000250413	SLC2A9-AS1	4183
ENSG00000285968	ENSG00000285968.1	4182
ENSG00000254557	ENSG00000254557.1	4181
ENSG00000270945	HSPE1P7	4179
ENSG00000239614	HMGN1P7	4178
ENSG00000214089	RPL9P21	4178
ENSG00000249774	ENSG00000249774.1	4177
ENSG00000276317	ENSG00000276317.1	4176
ENSG00000201950	SNORD113-9	4176
ENSG00000279378	ENSG00000279378.1	4176
ENSG00000286661	ENSG00000286661.1	4176
ENSG00000211965	IGHV3-49	4175
ENSG00000240298	RPL36AP40	4174
ENSG00000258922	ENSG00000258922.1	4173
ENSG00000262456	ENSG00000262456.1	4173
ENSG00000230986	DDX3P2	4172
ENSG00000234117	ENSG00000234117.2	4171
ENSG00000213087	ENSG00000213087.3	4170
ENSG00000279794	ENSG00000279794.1	4169
ENSG00000260470	ENSG00000260470.1	4169
ENSG00000186393	KRT26	4168
ENSG00000254613	OR6M2P	4168
ENSG00000224539	SAGE4P	4167
ENSG00000254508	FBXO3-DT	4167
ENSG00000168992	OR7E102P	4167
ENSG00000266989	FTLP5	4167
ENSG00000214797	ENSG00000214797.3	4167
ENSG00000241346	SNRPCP11	4167
ENSG00000237090	MKRN8P	4166
ENSG00000256293	ATP6V1E1P3	4166
ENSG00000243977	H3P13	4165
ENSG00000239856	RN7SL225P	4162
ENSG00000205653	ENSG00000205653.2	4159
ENSG00000234383	CTBP2P8	4159
ENSG00000260188	ENSG00000260188.1	4157
ENSG00000278370	ENSG00000278370.1	4157
ENSG00000286180	ENSG00000286180.1	4156
ENSG00000223800	ENSG00000223800.1	4155
ENSG00000224187	LINC01991	4153
ENSG00000236950	LINC01774	4152
ENSG00000196979	GPRACR	4152
ENSG00000188816	HMX2	4151
ENSG00000211814	TRAV35	4151
ENSG00000254290	ENSG00000254290.3	4147
ENSG00000271853	ENSG00000271853.5	4147
ENSG00000184523	PTGER4P2	4146
ENSG00000267729	ENSG00000267729.1	4145
ENSG00000256614	AK6P1	4145
ENSG00000232908	HSD17B7P1	4144
ENSG00000224412	ENSG00000224412.1	4144
ENSG00000186743	TPI1P3	4143
ENSG00000267013	LINC01929	4143
ENSG00000277837	ENSG00000277837.1	4141
ENSG00000233380	RPS2P48	4140
ENSG00000237527	ENSG00000237527.1	4140
ENSG00000251350	LINC02475	4139
ENSG00000202111	VTRNA1-2	4139
ENSG00000237049	RPL34P1	4139
ENSG00000269763	EXOSC3P2	4138
ENSG00000237756	ENSG00000237756.1	4138
ENSG00000248918	ENSG00000248918.2	4137
ENSG00000240235	RN7SL794P	4135
ENSG00000249031	SUMO2P6	4133
ENSG00000236111	RPL6P1	4133
ENSG00000267335	ENSG00000267335.2	4133
ENSG00000219863	RPL31P28	4133
ENSG00000234136	ENSG00000234136.1	4132
ENSG00000216657	GLRX3P2	4131
ENSG00000244278	ENSG00000244278.1	4130
ENSG00000254458	ENSG00000254458.1	4129
ENSG00000243802	ENSG00000243802.2	4129
ENSG00000260772	ENSG00000260772.1	4127
ENSG00000242142	SERBP1P3	4127
ENSG00000253516	HMGB1P41	4127
ENSG00000250424	ENSG00000250424.4	4127
ENSG00000279115	ENSG00000279115.2	4126
ENSG00000255714	LINC02460	4124
ENSG00000285890	ENSG00000285890.1	4123
ENSG00000254912	MPHOSPH10P2	4123
ENSG00000212807	OR2A42	4121
ENSG00000267617	ENSG00000267617.2	4120
ENSG00000237494	LINC02919	4118
ENSG00000258970	ENSG00000258970.1	4117
ENSG00000220370	ENSG00000220370.1	4116
ENSG00000233529	HCG21	4116
ENSG00000227416	ENSG00000227416.2	4114
ENSG00000265936	ENSG00000265936.1	4114
ENSG00000206181	ELOA2	4113
ENSG00000242925	PLCH1-AS2	4112
ENSG00000204362	LINC02783	4111
ENSG00000268038	LINC01785	4111
ENSG00000229754	CXCR2P1	4111
ENSG00000243498	UBA52P5	4111
ENSG00000253603	CERNA3	4108
ENSG00000254863	LINC02744	4108
ENSG00000265684	RN7SL378P	4107
ENSG00000125363	AMELX	4105
ENSG00000229468	RPL39P18	4105
ENSG00000239532	RPL21P45	4104
ENSG00000234578	ENSG00000234578.1	4103
ENSG00000214244	SETP21	4103
ENSG00000274576	IGHV2-70	4102
ENSG00000250060	ENSG00000250060.2	4102
ENSG00000257207	ENSG00000257207.5	4100
ENSG00000218902	PTMAP3	4100
ENSG00000236976	RPL6P20	4099
ENSG00000225321	LINC01427	4097
ENSG00000231195	IFNA11P	4096
ENSG00000207971	MIR125B1	4096
ENSG00000224884	ENSG00000224884.1	4096
ENSG00000268566	ENSG00000268566.6	4095
ENSG00000257531	ENSG00000257531.2	4091
ENSG00000278462	ENSG00000278462.1	4090
ENSG00000288606	ENSG00000288606.1	4089
ENSG00000232422	KNOP1P4	4088
ENSG00000250147	MORF4L2P1	4088
ENSG00000234513	ENSG00000234513.1	4088
ENSG00000109705	NKX3-2	4086
ENSG00000250791	ENSG00000250791.2	4086
ENSG00000259360	ENSG00000259360.1	4085
ENSG00000261557	EEF1A1P38	4084
ENSG00000130283	GDF1	4084
ENSG00000279827	ENSG00000279827.1	4083
ENSG00000286537	ENSG00000286537.1	4083
ENSG00000254926	ENSG00000254926.1	4082
ENSG00000255608	ENSG00000255608.1	4078
ENSG00000215049	PRDX2P1	4077
ENSG00000285616	ENSG00000285616.1	4076
ENSG00000226507	IPMKP1	4076
ENSG00000256083	ENSG00000256083.1	4075
ENSG00000213126	TXNL4AP1	4075
ENSG00000259912	ENSG00000259912.1	4074
ENSG00000233553	ENSG00000233553.1	4073
ENSG00000229000	SEPTIN7P8	4073
ENSG00000226245	ZNF32-AS1	4073
ENSG00000225693	LAGE3P1	4071
ENSG00000120235	IFNA6	4071
ENSG00000249741	ENSG00000249741.2	4071
ENSG00000253834	ENSG00000253834.1	4070
ENSG00000280580	LINC02342	4070
ENSG00000231083	ENSG00000231083.1	4069
ENSG00000279298	ENSG00000279298.1	4068
ENSG00000231340	ACTG1P10	4066
ENSG00000233332	ENSG00000233332.1	4066
ENSG00000277741	GOLGA6L17P	4065
ENSG00000260148	CPNE2-DT	4065
ENSG00000238317	SNORD11	4064
ENSG00000224194	ENSG00000224194.1	4064
ENSG00000241095	CYP51A1P1	4064
ENSG00000279750	ENSG00000279750.3	4064
ENSG00000250144	EEF1A1P35	4063
ENSG00000237699	ENSG00000237699.2	4063
ENSG00000230721	RPL17P5	4062
ENSG00000256166	LINC02571	4062
ENSG00000228325	IGKV3D-7	4062
ENSG00000221792	MIR1282	4062
ENSG00000230563	ENSG00000230563.4	4061
ENSG00000200608	SNORD114-11	4060
ENSG00000235555	SUMO1P4	4060
ENSG00000267200	MIR132	4059
ENSG00000248624	ENSG00000248624.1	4058
ENSG00000256875	ENSG00000256875.2	4058
ENSG00000264167	ENSG00000264167.1	4055
ENSG00000267359	ENSG00000267359.1	4055
ENSG00000252473	ENSG00000252473.1	4055
ENSG00000229500	RPL17P1	4054
ENSG00000240522	RPL7AP10	4053
ENSG00000267580	ENSG00000267580.1	4052
ENSG00000229570	GAPDHP58	4052
ENSG00000224876	ENSG00000224876.1	4051
ENSG00000272748	ENSG00000272748.1	4050
ENSG00000228072	ENSG00000228072.1	4050
ENSG00000236047	RPL13AP12	4048
ENSG00000224863	LINC01398	4048
ENSG00000267741	UBE2L4	4047
ENSG00000283314	LINC02357	4045
ENSG00000287517	ENSG00000287517.1	4045
ENSG00000271443	ENSG00000271443.1	4044
ENSG00000178287	SPAG11A	4043
ENSG00000207362	RNU6-422P	4043
ENSG00000205174	LINC02903	4042
ENSG00000230492	ENSG00000230492.2	4042
ENSG00000256357	ENSG00000256357.1	4040
ENSG00000249367	FABP5P12	4040
ENSG00000278399	ENSG00000278399.1	4040
ENSG00000226753	FOXN3P2	4040
ENSG00000155890	TRIM42	4039
ENSG00000182613	OR2V2	4037
ENSG00000257671	KRT7-AS	4037
ENSG00000269846	ENSG00000269846.1	4036
ENSG00000255390	DCHS1-AS1	4036
ENSG00000258869	LINC02312	4035
ENSG00000258931	ENSG00000258931.1	4033
ENSG00000234854	LINC00676	4032
ENSG00000238131	LINC02854	4031
ENSG00000276405	TRBV13	4031
ENSG00000287774	ENSG00000287774.3	4030
ENSG00000253593	ENSG00000253593.2	4029
ENSG00000233906	ENSG00000233906.1	4027
ENSG00000258249	ENSG00000258249.1	4024
ENSG00000236259	PPIAP64	4024
ENSG00000286367	ENSG00000286367.1	4023
ENSG00000284823	ENSG00000284823.1	4023
ENSG00000277265	RN7SL556P	4021
ENSG00000248773	ENSG00000248773.1	4021
ENSG00000287627	ENSG00000287627.1	4020
ENSG00000288557	ENSG00000288557.1	4019
ENSG00000267005	ENSG00000267005.1	4019
ENSG00000206047	DEFA1	4019
ENSG00000254821	ENSG00000254821.1	4018
ENSG00000231725	VN1R110P	4018
ENSG00000227411	ACNATP	4018
ENSG00000286816	ENSG00000286816.1	4017
ENSG00000277870	FAM230A	4017
ENSG00000233562	RPS3AP8	4016
ENSG00000258716	ENSG00000258716.1	4015
ENSG00000217275	ENSG00000217275.2	4012
ENSG00000232482	ENSG00000232482.2	4011
ENSG00000211713	TRBV6-4	4008
ENSG00000271318	MOB4P2	4006
ENSG00000260648	ENSG00000260648.3	4006
ENSG00000238232	ENSG00000238232.1	4005
ENSG00000231082	LINC02655	4004
ENSG00000266968	ENSG00000266968.2	4002
ENSG00000286434	ENSG00000286434.1	4001
ENSG00000230123	DLEC1P1	4001
ENSG00000224231	LINC01832	4000
ENSG00000271579	ENSG00000271579.1	3999
ENSG00000225636	HNRNPA3P15	3999
ENSG00000287217	ENSG00000287217.1	3998
ENSG00000221970	OR2A1	3997
ENSG00000223826	LINC01870	3996
ENSG00000272446	ENSG00000272446.5	3996
ENSG00000124089	MC3R	3995
ENSG00000231585	ENSG00000231585.1	3994
ENSG00000233616	ENSG00000233616.2	3994
ENSG00000259384	GH1	3994
ENSG00000263909	MIR5000	3992
ENSG00000216639	RPL7AP35	3989
ENSG00000259008	ENSG00000259008.1	3988
ENSG00000243831	ENSG00000243831.1	3988
ENSG00000222726	RNU2-7P	3987
ENSG00000225169	BRI3P1	3987
ENSG00000226057	PHF2P2	3986
ENSG00000258314	ENSG00000258314.3	3985
ENSG00000238034	ENSG00000238034.2	3985
ENSG00000224773	HSPA8P7	3985
ENSG00000265973	ENSG00000265973.1	3985
ENSG00000227018	IL6STP1	3984
ENSG00000278990	ENSG00000278990.1	3984
ENSG00000279029	ENSG00000279029.1	3984
ENSG00000204710	SPDYC	3982
ENSG00000226996	ENSG00000226996.5	3981
ENSG00000248778	ENSG00000248778.1	3979
ENSG00000287405	ENSG00000287405.1	3979
ENSG00000229255	ENSG00000229255.1	3979
ENSG00000274447	ENSG00000274447.1	3979
ENSG00000264501	RN7SL731P	3978
ENSG00000279900	ENSG00000279900.1	3978
ENSG00000225755	ENSG00000225755.2	3976
ENSG00000238244	GABARAPL3_ENSG00000238244	3975
ENSG00000244738	ENSG00000244738.1	3975
ENSG00000251990	RNA5SP180	3968
ENSG00000254942	ENSG00000254942.1	3968
ENSG00000279274	ENSG00000279274.2	3968
ENSG00000243711	RPL21P116	3967
ENSG00000266897	ENSG00000266897.1	3967
ENSG00000226130	ENSG00000226130.1	3966
ENSG00000255403	HSPD1P13	3964
ENSG00000233406	ENSG00000233406.5	3964
ENSG00000258717	ENSG00000258717.1	3963
ENSG00000266017	MIR4477B	3963
ENSG00000232027	ENSG00000232027.2	3962
ENSG00000237743	FBP2P1	3962
ENSG00000163081	CCDC140	3960
ENSG00000129152	MYOD1	3960
ENSG00000223899	SEC13P1	3958
ENSG00000214263	RPSAP53	3957
ENSG00000232009	ENSG00000232009.1	3955
ENSG00000267500	ZNF887P	3955
ENSG00000250822	LINC02111	3954
ENSG00000227295	ELL2P1	3954
ENSG00000287689	ENSG00000287689.1	3954
ENSG00000259268	ENSG00000259268.2	3953
ENSG00000270403	ENSG00000270403.1	3952
ENSG00000251073	NUDT19P5	3951
ENSG00000275191	ENSG00000275191.1	3951
ENSG00000261595	PPM1J-DT	3950
ENSG00000231069	ENSG00000231069.3	3950
ENSG00000254633	STRA6LP	3950
ENSG00000235637	ENSG00000235637.1	3946
ENSG00000227413	ENSG00000227413.1	3945
ENSG00000249072	ENSG00000249072.1	3944
ENSG00000271209	BRDTP1	3943
ENSG00000250261	CCDC74BP1	3943
ENSG00000231292	IGKV1OR2-108	3943
ENSG00000259652	ENSG00000259652.1	3940
ENSG00000224758	LINC01167	3940
ENSG00000216285	ENSG00000216285.5	3939
ENSG00000230572	KMT2CP5	3939
ENSG00000236398	TAS2R39	3938
ENSG00000230926	ENSG00000230926.1	3938
ENSG00000288077	ENSG00000288077.1	3938
ENSG00000228115	ENSG00000228115.1	3938
ENSG00000266505	ENSG00000266505.1	3936
ENSG00000261703	LINC02168	3936
ENSG00000279481	ENSG00000279481.1	3936
ENSG00000274427	ENSG00000274427.1	3934
ENSG00000266801	ENSG00000266801.1	3934
ENSG00000188120	DAZ1	3933
ENSG00000183629	GOLGA8G	3933
ENSG00000187173	LCE2A	3933
ENSG00000229808	ENSG00000229808.1	3931
ENSG00000234838	PPIAP78	3929
ENSG00000224826	USP21P1	3928
ENSG00000257331	RACGAP1P1	3927
ENSG00000263325	ENSG00000263325.1	3927
ENSG00000238031	ENSG00000238031.1	3927
ENSG00000244318	RN7SL252P	3927
ENSG00000231156	ENSG00000231156.1	3926
ENSG00000261642	ENSG00000261642.1	3925
ENSG00000228674	PPIAP59	3925
ENSG00000226421	SLC25A5P5	3923
ENSG00000275417	ENSG00000275417.1	3919
ENSG00000236718	RBMY2QP	3919
ENSG00000249111	ENSG00000249111.1	3918
ENSG00000253287	ENSG00000253287.1	3917
ENSG00000268926	ENSG00000268926.3	3917
ENSG00000287658	ENSG00000287658.1	3917
ENSG00000270975	MAGOH3P	3916
ENSG00000213177	PRDX2P4	3916
ENSG00000236937	PTGES3P4	3915
ENSG00000248262	ENSG00000248262.1	3914
ENSG00000229418	ENSG00000229418.2	3914
ENSG00000217195	ENSG00000217195.1	3914
ENSG00000225006	ENSG00000225006.1	3913
ENSG00000242061	ENSG00000242061.1	3913
ENSG00000253427	ENSG00000253427.1	3912
ENSG00000230783	RPS3AP13	3912
ENSG00000260382	TMEM183AP3	3910
ENSG00000234296	ENSG00000234296.1	3909
ENSG00000235014	REREP2Y	3908
ENSG00000287403	ENSG00000287403.1	3907
ENSG00000226318	RPS3AP38	3907
ENSG00000280205	ENSG00000280205.1	3906
ENSG00000279117	ENSG00000279117.1	3904
ENSG00000268618	ENSG00000268618.1	3903
ENSG00000232512	ENSG00000232512.6	3903
ENSG00000270001	ENSG00000270001.1	3902
ENSG00000228979	PPIAP55	3902
ENSG00000168454	TXNDC2	3901
ENSG00000259601	ENSG00000259601.2	3901
ENSG00000287156	ENSG00000287156.1	3899
ENSG00000238249	HMGN2P17	3899
ENSG00000227061	ENSG00000227061.2	3898
ENSG00000287499	ENSG00000287499.1	3896
ENSG00000215864	NBPF7P	3894
ENSG00000230993	RPL12P15	3894
ENSG00000268500	SIGLEC5_ENSG00000268500	3892
ENSG00000256137	ENSG00000256137.1	3891
ENSG00000249959	ENSG00000249959.6	3891
ENSG00000188985	DHFRP1	3890
ENSG00000266079	SNORA59B	3890
ENSG00000288576	ENSG00000288576.1	3889
ENSG00000256906	LINC02419	3889
ENSG00000249493	ANKRD20A18P	3889
ENSG00000242807	RPL26P31	3888
ENSG00000279786	ENSG00000279786.1	3888
ENSG00000261315	LARP4P	3887
ENSG00000206674	RNU6-945P	3887
ENSG00000202314	SNORD6	3887
ENSG00000260062	GOLGA2P11	3885
ENSG00000250325	IGBP1P4	3882
ENSG00000267679	EIF5AP2	3881
ENSG00000226430	USP17L7	3878
ENSG00000222057	RNU4-62P	3877
ENSG00000287198	ENSG00000287198.1	3876
ENSG00000224668	IPO8P1	3876
ENSG00000220237	RPS24P12	3876
ENSG00000257403	ENSG00000257403.2	3876
ENSG00000215035	FDPSP5	3876
ENSG00000279609	ENSG00000279609.1	3874
ENSG00000231648	LINC01698	3872
ENSG00000210191	MT-TL2	3872
ENSG00000279687	ENSG00000279687.1	3871
ENSG00000282651	IGHV5-10-1	3871
ENSG00000287230	ENSG00000287230.1	3868
ENSG00000276097	ENSG00000276097.1	3867
ENSG00000279083	ENSG00000279083.1	3867
ENSG00000260235	ENSG00000260235.1	3867
ENSG00000235128	ENSG00000235128.1	3867
ENSG00000236968	ENSG00000236968.1	3865
ENSG00000220563	PKMP3	3864
ENSG00000257612	MIR4307HG	3864
ENSG00000231120	BTF3P10	3863
ENSG00000242651	RN7SL862P	3862
ENSG00000257941	ENSG00000257941.1	3862
ENSG00000239319	RN7SL854P	3862
ENSG00000253563	NKX2-1-AS1	3861
ENSG00000253787	LINC02219	3858
ENSG00000285420	PDGFRL2P	3858
ENSG00000215796	ENSG00000215796.3	3858
ENSG00000234502	FYTTD1P1	3857
ENSG00000255838	AK3P6	3856
ENSG00000271022	ENSG00000271022.1	3854
ENSG00000258204	ENSG00000258204.1	3854
ENSG00000206604	RNU6-425P	3852
ENSG00000213671	OLA1P2	3850
ENSG00000269560	ENSG00000269560.1	3850
ENSG00000287547	ENSG00000287547.1	3850
ENSG00000232028	PRKD3-DT	3849
ENSG00000242850	RPL23AP68	3849
ENSG00000183432	ZBTB8OSP1	3848
ENSG00000239910	RN7SL530P	3847
ENSG00000197651	CCER1	3847
ENSG00000228974	ENSG00000228974.5	3846
ENSG00000242747	RPL21P14	3845
ENSG00000244743	RPL35AP27	3843
ENSG00000226158	CLCP2	3840
ENSG00000280017	ENSG00000280017.1	3839
ENSG00000231476	ENSG00000231476.1	3839
ENSG00000265019	NCOR1P2	3838
ENSG00000235420	RPL29P30	3836
ENSG00000278492	ENSG00000278492.1	3835
ENSG00000227911	LINC02344	3834
ENSG00000259130	ENSG00000259130.2	3834
ENSG00000164458	TBXT	3832
ENSG00000214821	HMGB1P4	3832
ENSG00000285959	ENSG00000285959.1	3832
ENSG00000262271	ENSG00000262271.1	3831
ENSG00000261265	ENSG00000261265.1	3831
ENSG00000243592	RPL17P22	3830
ENSG00000224075	TTTY22	3830
ENSG00000279124	IGSF3P1	3827
ENSG00000267722	ENSG00000267722.1	3827
ENSG00000230189	RABGEF1P2	3826
ENSG00000233033	CASK-AS1	3825
ENSG00000141200	KIF2B	3824
ENSG00000224221	RPS6P8	3824
ENSG00000241261	RPL17P19	3823
ENSG00000279356	ENSG00000279356.1	3820
ENSG00000274044	FAM230J	3820
ENSG00000262147	ENSG00000262147.1	3819
ENSG00000236117	LINC01639	3819
ENSG00000075388	FGF4	3819
ENSG00000261647	IMPDH1P11	3817
ENSG00000211946	IGHV3-20	3817
ENSG00000234737	KRT18P15	3816
ENSG00000227549	ENSG00000227549.2	3816
ENSG00000253682	ENSG00000253682.2	3816
ENSG00000232283	HSD17B3-AS1	3815
ENSG00000213431	ABRAXAS1P1	3815
ENSG00000261429	DPPA2P4	3812
ENSG00000256674	ENSG00000256674.1	3811
ENSG00000228187	ENSG00000228187.1	3810
ENSG00000243485	MIR1302-2HG	3809
ENSG00000273925	ENSG00000273925.1	3807
ENSG00000225744	ENSG00000225744.1	3806
ENSG00000268764	ENSG00000268764.1	3806
ENSG00000241834	RN7SL149P	3805
ENSG00000269526	ERVV-1	3805
ENSG00000235279	ENSG00000235279.1	3804
ENSG00000244493	SLC9A9-AS2	3802
ENSG00000227465	GPN3P1	3801
ENSG00000252640	ENSG00000252640.1	3801
ENSG00000283542	OASL2P	3800
ENSG00000283689	ENSG00000283689.1	3800
ENSG00000260151	LINC02673	3800
ENSG00000230750	SDAD1P2	3800
ENSG00000254678	ENSG00000254678.1	3799
ENSG00000198812	LRRC10	3799
ENSG00000287395	ENSG00000287395.1	3798
ENSG00000233945	LINC02650	3797
ENSG00000261430	ENSG00000261430.1	3796
ENSG00000253722	ENSG00000253722.1	3796
ENSG00000162727	OR2M5	3795
ENSG00000261076	ENSG00000261076.1	3793
ENSG00000283787	PRR33	3792
ENSG00000224644	ENSG00000224644.1	3791
ENSG00000227300	KRT16P2	3789
ENSG00000273267	ENSG00000273267.1	3789
ENSG00000178358	OR2D3	3789
ENSG00000263485	ENSG00000263485.1	3789
ENSG00000189145	RPL32P36	3789
ENSG00000268598	VN1R80P	3789
ENSG00000232337	ENSG00000232337.1	3789
ENSG00000286713	ENSG00000286713.1	3788
ENSG00000268282	ARPC1AP2	3788
ENSG00000232216	IGHV3-43	3787
ENSG00000287652	ENSG00000287652.1	3786
ENSG00000253887	ENSG00000253887.1	3786
ENSG00000249708	ENSG00000249708.1	3783
ENSG00000175841	FAM172BP	3783
ENSG00000236636	ENSG00000236636.2	3782
ENSG00000235710	TRIM67-AS1	3782
ENSG00000240766	PLCXD2-AS1	3781
ENSG00000241923	RPL14P3	3781
ENSG00000260695	ENSG00000260695.1	3780
ENSG00000235672	ENSG00000235672.1	3779
ENSG00000225181	ENSG00000225181.1	3779
ENSG00000225559	ENSG00000225559.1	3778
ENSG00000253439	CDC42P5	3777
ENSG00000203266	ENSG00000203266.3	3777
ENSG00000264472	ENSG00000264472.4	3777
